1,17,Alice Mutton,440.00
2,17,Alice Mutton,1863.40
3,17,Alice Mutton,1813.00
4,17,Alice Mutton,670.80
5,17,Alice Mutton,3730.00
6,17,Alice Mutton,1444.80
7,17,Alice Mutton,625.20
8,17,Alice Mutton,2490.50
9,17,Alice Mutton,517.80
10,17,Alice Mutton,1119.90
11,17,Alice Mutton,2018.60
12,17,Alice Mutton,100.80
13,17,Alice Mutton,1746.20
14,17,Alice Mutton,448.00
15,17,Alice Mutton,624.80
16,17,Alice Mutton,2464.80
17,17,Alice Mutton,724.50
18,17,Alice Mutton,1176.00
19,17,Alice Mutton,364.80
20,17,Alice Mutton,4031.00
21,17,Alice Mutton,1101.20
22,17,Alice Mutton,676.00
23,17,Alice Mutton,1376.00
24,17,Alice Mutton,48.00
25,17,Alice Mutton,1456.00
26,17,Alice Mutton,2142.40
27,17,Alice Mutton,538.60
28,17,Alice Mutton,307.20
29,17,Alice Mutton,420.00
30,17,Alice Mutton,1200.80
31,17,Alice Mutton,1488.80
32,17,Alice Mutton,468.00
33,17,Alice Mutton,613.20
34,17,Alice Mutton,86.50
35,17,Alice Mutton,155.40
36,17,Alice Mutton,1414.80
37,17,Alice Mutton,1452.00
38,17,Alice Mutton,2179.20
39,17,Alice Mutton,3016.00
40,17,Alice Mutton,924.00
41,17,Alice Mutton,89.00
42,17,Alice Mutton,479.40
43,17,Alice Mutton,2169.00
44,17,Alice Mutton,552.80
45,17,Alice Mutton,1296.00
46,17,Alice Mutton,848.70
47,17,Alice Mutton,1887.60
48,17,Alice Mutton,121.60
49,17,Alice Mutton,1050.60
50,17,Alice Mutton,1420.00
51,17,Alice Mutton,3127.00
52,17,Alice Mutton,349.50
53,17,Alice Mutton,608.00
54,17,Alice Mutton,755.00
55,17,Alice Mutton,2708.80
56,17,Alice Mutton,1242.00
57,17,Alice Mutton,954.40
58,17,Alice Mutton,4157.00
59,17,Alice Mutton,498.50
60,17,Alice Mutton,424.00
61,17,Alice Mutton,88.80
62,17,Alice Mutton,1762.00
63,17,Alice Mutton,336.00
64,17,Alice Mutton,268.80
65,17,Alice Mutton,1614.80
66,17,Alice Mutton,182.40
67,17,Alice Mutton,2327.00
68,17,Alice Mutton,516.80
69,17,Alice Mutton,2835.00
70,17,Alice Mutton,288.00
71,17,Alice Mutton,240.40
72,17,Alice Mutton,1191.20
73,17,Alice Mutton,516.00
74,17,Alice Mutton,144.00
75,17,Alice Mutton,112.00
76,17,Alice Mutton,164.40
77,17,Alice Mutton,6155.90
78,17,Alice Mutton,1497.00
79,17,Alice Mutton,982.00
80,17,Alice Mutton,2262.50
81,17,Alice Mutton,1168.00
82,17,Alice Mutton,4819.40
83,17,Alice Mutton,1940.00
84,17,Alice Mutton,88.50
85,17,Alice Mutton,2233.60
86,17,Alice Mutton,954.00
87,17,Alice Mutton,144.80
88,17,Alice Mutton,2545.20
89,17,Alice Mutton,316.80
90,17,Alice Mutton,2467.00
91,17,Alice Mutton,934.50
92,17,Alice Mutton,3463.20
93,17,Alice Mutton,2564.40
94,17,Alice Mutton,412.00
95,17,Alice Mutton,2300.80
96,17,Alice Mutton,1586.00
97,17,Alice Mutton,2856.00
98,17,Alice Mutton,2924.80
99,17,Alice Mutton,1731.20
100,17,Alice Mutton,928.00
101,17,Alice Mutton,396.00
102,17,Alice Mutton,141.60
103,17,Alice Mutton,713.40
104,17,Alice Mutton,5677.60
105,17,Alice Mutton,154.00
106,17,Alice Mutton,10741.60
107,17,Alice Mutton,568.80
108,17,Alice Mutton,480.00
109,17,Alice Mutton,1106.40
110,17,Alice Mutton,1360.00
111,17,Alice Mutton,452.00
112,17,Alice Mutton,3654.40
113,17,Alice Mutton,7390.20
114,17,Alice Mutton,2273.60
115,17,Alice Mutton,1549.60
116,17,Alice Mutton,447.20
117,17,Alice Mutton,950.00
118,17,Alice Mutton,403.20
119,17,Alice Mutton,136.00
120,17,Alice Mutton,834.20
121,17,Alice Mutton,1834.20
122,17,Alice Mutton,2527.20
123,17,Alice Mutton,1174.00
124,17,Alice Mutton,91.20
125,17,Alice Mutton,12281.20
126,17,Alice Mutton,1708.00
127,17,Alice Mutton,459.00
128,17,Alice Mutton,338.00
129,17,Alice Mutton,420.00
130,17,Alice Mutton,1016.00
131,17,Alice Mutton,103.20
132,17,Alice Mutton,959.20
133,17,Alice Mutton,1419.80
134,17,Alice Mutton,112.00
135,17,Alice Mutton,2900.00
136,17,Alice Mutton,899.00
137,17,Alice Mutton,2222.40
138,17,Alice Mutton,864.00
139,17,Alice Mutton,166.00
140,17,Alice Mutton,1058.40
141,17,Alice Mutton,1274.00
142,17,Alice Mutton,1832.80
143,17,Alice Mutton,2275.20
144,17,Alice Mutton,86.40
145,17,Alice Mutton,1440.00
146,17,Alice Mutton,3302.60
147,17,Alice Mutton,442.00
148,17,Alice Mutton,2333.20
149,17,Alice Mutton,1903.80
150,17,Alice Mutton,843.20
151,17,Alice Mutton,2736.00
152,17,Alice Mutton,1765.60
153,17,Alice Mutton,3063.00
154,17,Alice Mutton,3868.60
155,17,Alice Mutton,2713.50
