1,2012-07-04 00:00:00.000,440.00
2,2012-07-05 00:00:00.000,1863.40
3,2012-07-08 00:00:00.000,1813.00
4,2012-07-08 00:00:00.000,670.80
5,2012-07-09 00:00:00.000,3730.00
6,2012-07-10 00:00:00.000,1444.80
7,2012-07-11 00:00:00.000,625.20
8,2012-07-12 00:00:00.000,2490.50
9,2012-07-15 00:00:00.000,517.80
10,2012-07-16 00:00:00.000,1119.90
11,2012-07-17 00:00:00.000,2018.60
12,2012-07-18 00:00:00.000,100.80
13,2012-07-19 00:00:00.000,1746.20
14,2012-07-19 00:00:00.000,448.00
15,2012-07-22 00:00:00.000,624.80
16,2012-07-23 00:00:00.000,2464.80
17,2012-07-24 00:00:00.000,724.50
18,2012-07-25 00:00:00.000,1176.00
19,2012-07-26 00:00:00.000,364.80
20,2012-07-29 00:00:00.000,4031.00
21,2012-07-30 00:00:00.000,1101.20
22,2012-07-31 00:00:00.000,676.00
23,2012-08-01 00:00:00.000,1376.00
24,2012-08-01 00:00:00.000,48.00
25,2012-08-02 00:00:00.000,1456.00
26,2012-08-05 00:00:00.000,2142.40
27,2012-08-06 00:00:00.000,538.60
28,2012-08-07 00:00:00.000,307.20
29,2012-08-08 00:00:00.000,420.00
30,2012-08-09 00:00:00.000,1200.80
31,2012-08-12 00:00:00.000,1488.80
32,2012-08-13 00:00:00.000,468.00
33,2012-08-14 00:00:00.000,613.20
34,2012-08-14 00:00:00.000,86.50
35,2012-08-15 00:00:00.000,155.40
36,2012-08-16 00:00:00.000,1414.80
37,2012-08-19 00:00:00.000,1452.00
38,2012-08-20 00:00:00.000,2179.20
39,2012-08-21 00:00:00.000,3016.00
40,2012-08-22 00:00:00.000,924.00
41,2012-08-23 00:00:00.000,89.00
42,2012-08-26 00:00:00.000,479.40
43,2012-08-27 00:00:00.000,2169.00
44,2012-08-27 00:00:00.000,552.80
45,2012-08-28 00:00:00.000,1296.00
46,2012-08-29 00:00:00.000,848.70
47,2012-08-30 00:00:00.000,1887.60
48,2012-09-02 00:00:00.000,121.60
49,2012-09-03 00:00:00.000,1050.60
50,2012-09-04 00:00:00.000,1420.00
51,2012-09-05 00:00:00.000,3127.00
52,2012-09-06 00:00:00.000,349.50
53,2012-09-09 00:00:00.000,608.00
54,2012-09-09 00:00:00.000,755.00
55,2012-09-10 00:00:00.000,2708.80
56,2012-09-11 00:00:00.000,1242.00
57,2012-09-12 00:00:00.000,954.40
58,2012-09-13 00:00:00.000,4157.00
59,2012-09-16 00:00:00.000,498.50
60,2012-09-17 00:00:00.000,424.00
61,2012-09-18 00:00:00.000,88.80
62,2012-09-19 00:00:00.000,1762.00
63,2012-09-20 00:00:00.000,336.00
64,2012-09-20 00:00:00.000,268.80
65,2012-09-23 00:00:00.000,1614.80
66,2012-09-24 00:00:00.000,182.40
67,2012-09-25 00:00:00.000,2327.00
68,2012-09-26 00:00:00.000,516.80
69,2012-09-27 00:00:00.000,2835.00
70,2012-09-30 00:00:00.000,288.00
71,2012-10-01 00:00:00.000,240.40
72,2012-10-02 00:00:00.000,1191.20
73,2012-10-03 00:00:00.000,516.00
74,2012-10-03 00:00:00.000,144.00
75,2012-10-04 00:00:00.000,112.00
76,2012-10-07 00:00:00.000,164.40
77,2012-10-08 00:00:00.000,6155.90
78,2012-10-09 00:00:00.000,1497.00
79,2012-10-10 00:00:00.000,982.00
80,2012-10-11 00:00:00.000,2262.50
81,2012-10-14 00:00:00.000,1168.00
82,2012-10-15 00:00:00.000,4819.40
83,2012-10-16 00:00:00.000,1940.00
84,2012-10-16 00:00:00.000,88.50
85,2012-10-17 00:00:00.000,2233.60
86,2012-10-18 00:00:00.000,954.00
87,2012-10-21 00:00:00.000,144.80
88,2012-10-22 00:00:00.000,2545.20
89,2012-10-23 00:00:00.000,316.80
90,2012-10-24 00:00:00.000,2467.00
91,2012-10-25 00:00:00.000,934.50
92,2012-10-28 00:00:00.000,3463.20
93,2012-10-29 00:00:00.000,2564.40
94,2012-10-29 00:00:00.000,412.00
95,2012-10-30 00:00:00.000,2300.80
96,2012-10-31 00:00:00.000,1586.00
97,2012-11-01 00:00:00.000,2856.00
98,2012-11-04 00:00:00.000,2924.80
99,2012-11-05 00:00:00.000,1731.20
100,2012-11-06 00:00:00.000,928.00
101,2012-11-07 00:00:00.000,396.00
102,2012-11-08 00:00:00.000,141.60
103,2012-11-11 00:00:00.000,713.40
104,2012-11-11 00:00:00.000,5677.60
105,2012-11-12 00:00:00.000,154.00
106,2012-11-13 00:00:00.000,10741.60
107,2012-11-14 00:00:00.000,568.80
108,2012-11-15 00:00:00.000,480.00
109,2012-11-18 00:00:00.000,1106.40
110,2012-11-19 00:00:00.000,1360.00
111,2012-11-20 00:00:00.000,452.00
112,2012-11-21 00:00:00.000,3654.40
113,2012-11-22 00:00:00.000,7390.20
114,2012-11-22 00:00:00.000,2273.60
115,2012-11-25 00:00:00.000,1549.60
116,2012-11-26 00:00:00.000,447.20
117,2012-11-26 00:00:00.000,950.00
118,2012-11-27 00:00:00.000,403.20
119,2012-11-28 00:00:00.000,136.00
120,2012-11-28 00:00:00.000,834.20
121,2012-11-29 00:00:00.000,1834.20
122,2012-12-02 00:00:00.000,2527.20
123,2012-12-03 00:00:00.000,1174.00
124,2012-12-03 00:00:00.000,91.20
125,2012-12-04 00:00:00.000,12281.20
126,2012-12-05 00:00:00.000,1708.00
127,2012-12-05 00:00:00.000,459.00
128,2012-12-06 00:00:00.000,338.00
129,2012-12-09 00:00:00.000,420.00
130,2012-12-09 00:00:00.000,1016.00
131,2012-12-10 00:00:00.000,103.20
132,2012-12-11 00:00:00.000,959.20
133,2012-12-12 00:00:00.000,1419.80
134,2012-12-12 00:00:00.000,112.00
135,2012-12-13 00:00:00.000,2900.00
136,2012-12-16 00:00:00.000,899.00
137,2012-12-16 00:00:00.000,2222.40
138,2012-12-17 00:00:00.000,864.00
139,2012-12-18 00:00:00.000,166.00
140,2012-12-18 00:00:00.000,1058.40
141,2012-12-19 00:00:00.000,1274.00
142,2012-12-20 00:00:00.000,1832.80
143,2012-12-23 00:00:00.000,2275.20
144,2012-12-23 00:00:00.000,86.40
145,2012-12-24 00:00:00.000,1440.00
146,2012-12-25 00:00:00.000,3302.60
147,2012-12-25 00:00:00.000,442.00
148,2012-12-26 00:00:00.000,2333.20
149,2012-12-27 00:00:00.000,1903.80
150,2012-12-27 00:00:00.000,843.20
151,2012-12-30 00:00:00.000,2736.00
152,2012-12-31 00:00:00.000,1765.60
153,2013-01-01 00:00:00.000,3063.00
154,2013-01-01 00:00:00.000,3868.60
155,2013-01-02 00:00:00.000,2713.50
156,2013-01-03 00:00:00.000,1005.90
157,2013-01-03 00:00:00.000,1675.00
158,2013-01-06 00:00:00.000,400.00
159,2013-01-07 00:00:00.000,2018.20
160,2013-01-07 00:00:00.000,1194.00
161,2013-01-08 00:00:00.000,1622.40
162,2013-01-09 00:00:00.000,319.20
163,2013-01-10 00:00:00.000,802.00
164,2013-01-10 00:00:00.000,1208.50
165,2013-01-13 00:00:00.000,372.00
166,2013-01-14 00:00:00.000,2123.20
167,2013-01-14 00:00:00.000,231.40
168,2013-01-15 00:00:00.000,102.40
169,2013-01-16 00:00:00.000,720.00
170,2013-01-16 00:00:00.000,11283.20
171,2013-01-17 00:00:00.000,1814.80
172,2013-01-20 00:00:00.000,2208.00
173,2013-01-21 00:00:00.000,1897.60
174,2013-01-21 00:00:00.000,1273.20
175,2013-01-22 00:00:00.000,49.80
176,2013-01-23 00:00:00.000,1020.00
177,2013-01-23 00:00:00.000,11493.20
